rodada,partida_id,placar,placar_mandante,placar_visitante,status,data_realizacao,edicao.edicao_id,edicao.temporada,edicao.nome_popular,campeonato.campeonato_id,campeonato.nome,campeonato.slug,time_mandante.time_id,time_mandante.nome_popular,time_mandante.sigla,time_mandante.escudo,time_visitante.time_id,time_visitante.nome_popular,time_visitante.sigla,time_visitante.escudo,estadio.estadio_id,estadio.nome_popular,rodada_num,time_mandante.valor,time_visitante.valor
13a-rodada,47174981,0x1,0,1,finalizado,44731,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Athletico-PR,,,,Estádio Major Antônio Couto Pereira,13,7100000,19650000
13a-rodada,13672060,2x0,2,0,finalizado,44731,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Flamengo,,,,Estádio Governador Magalhães Pinto,13,58400000,95800000
13a-rodada,40009601,2x2,2,2,finalizado,44731,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,Bragantino,,,,Estádio Urbano Caldeira,13,33100000,43850000
13a-rodada,37873392,3x1,3,1,finalizado,44731,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-GO,,,,Juventude,,,,Estádio Antonio Accioly,13,8100000,6550000
13a-rodada,96067784,2x3,2,3,finalizado,44731,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,Botafogo,,,,Estádio Beira-Rio,13,41100000,25400000
14a-rodada,69890076,4x2,4,2,finalizado,44737,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,Bragantino,,,,Arena da Baixada,14,17700000,50700000
14a-rodada,27270945,3x0,3,0,finalizado,44737,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,Coritiba,,,,Estádio Beira-Rio,14,28900000,7300000
14a-rodada,11971684,1x0,1,0,finalizado,44738,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Cuiabá,,,,Estádio Serra Dourada,14,8150000,9800000
14a-rodada,22763055,2x2,2,2,finalizado,44738,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Avaí,,,,Palmeiras,,,,Estádio Aderbal Ramos da Silva,14,7380000,57200000
14a-rodada,28220175,0x1,0,1,finalizado,44738,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Fluminense,,,,Estádio Olímpico Nilton Santos,14,20700000,33850000
14a-rodada,78898512,3x0,3,0,finalizado,44738,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,América-MG,,,,Estádio Jornalista Mário Filho,14,90300000,7950000
14a-rodada,9093782,0x0,0,0,finalizado,44738,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Juventude,,,,Estádio Cícero Pompeu de Toledo,14,30400000,6600000
14a-rodada,98688752,0x0,0,0,finalizado,44738,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,Santos,,,,Neo Química Arena ,14,18450000,30400000
14a-rodada,15258611,1x1,1,1,finalizado,44738,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Ceará,,,,Atlético-GO,,,,Estádio Governador Plácido Castelo,14,11050000,7650000
14a-rodada,91187780,3x2,3,2,finalizado,44738,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Fortaleza,,,,Estádio Governador Magalhães Pinto,14,52500000,11350000
15a-rodada,30794481,1x2,1,2,finalizado,44744,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Juventude,,,,Atlético-MG,,,,Estádio Alfredo Jaconi ,15,6750000,48500000
15a-rodada,4722817,1x2,1,2,finalizado,44745,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Avaí,,,,Cuiabá,,,,Estádio Aderbal Ramos da Silva,15,5930000,9900000
15a-rodada,23855367,4x0,4,0,finalizado,44745,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,Corinthians,,,,Estádio Jornalista Mário Filho,15,27550000,19500000
15a-rodada,66861330,1x0,1,0,finalizado,44745,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,Goiás,,,,Estádio Raimundo Sampaio,15,8300000,8750000
15a-rodada,33453277,2x1,2,1,finalizado,44745,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Fortaleza,,,,Estádio Major Antônio Couto Pereira,15,5450000,9350000
15a-rodada,59259429,0x1,0,1,finalizado,44745,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,Botafogo,,,,Estádio Nabi Abi Chedid,15,44200000,33500000
15a-rodada,76766057,1x2,1,2,finalizado,44745,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,Flamengo,,,,Estádio Urbano Caldeira,15,37200000,55300000
15a-rodada,94612873,1x1,1,1,finalizado,44745,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Ceará,,,,Internacional,,,,Estádio Governador Plácido Castelo,15,8950000,23850000
15a-rodada,11759320,0x2,0,2,finalizado,44745,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Athletico-PR,,,,Allianz Parque,15,87500000,21650000
15a-rodada,81042364,1x2,1,2,finalizado,44745,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-GO,,,,São Paulo,,,,Estádio Antonio Accioly,15,7550000,35600000
16a-rodada,39283338,4x0,4,0,finalizado,44751,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,Avaí,,,,Estádio Nabi Abi Chedid,16,44200000,11900000
16a-rodada,6587615,2x1,2,1,finalizado,44752,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Athletico-PR,,,,Estádio Serra Dourada,16,7700000,21350000
16a-rodada,82925051,1x0,1,0,finalizado,44752,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,Atlético-GO,,,,Estádio Urbano Caldeira,16,28600000,6700000
16a-rodada,96112696,0x0,0,0,finalizado,44752,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fortaleza,,,,Palmeiras,,,,Estádio Governador Plácido Castelo,16,12900000,78500000
16a-rodada,28896711,2x1,2,1,finalizado,44752,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,Ceará,,,,Estádio Jornalista Mário Filho,16,26350000,10250000
16a-rodada,23201424,1x0,1,0,finalizado,44752,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,Flamengo,,,,Neo Química Arena ,16,32450000,63000000
16a-rodada,48985379,0x0,0,0,finalizado,44752,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,São Paulo,,,,Estádio Governador Magalhães Pinto,16,59000000,26600000
16a-rodada,26163859,2x2,2,2,finalizado,44752,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Juventude,,,,Estádio Major Antônio Couto Pereira,16,6250000,5900000
16a-rodada,61587749,2x0,2,0,finalizado,44753,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,Botafogo,,,,Arena Pantanal,16,9250000,26180000
16a-rodada,76041993,1x0,1,0,finalizado,44754,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,América-MG,,,,Estádio Beira-Rio,16,27000000,9300000
17a-rodada,72155869,0x0,0,0,finalizado,44758,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,Internacional,,,,Arena da Baixada,17,28200000,25600000
17a-rodada,78071019,1x0,1,0,finalizado,44759,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Avaí,,,,Santos,,,,Estádio Aderbal Ramos da Silva,17,7800000,28200000
17a-rodada,86842258,0x1,0,1,finalizado,44759,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Atlético-MG,,,,Estádio Olímpico Nilton Santos,17,16750000,64400000
17a-rodada,70787244,2x0,2,0,finalizado,44759,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,Coritiba,,,,Estádio Nacional de Brasília Mané Garrincha,17,54600000,5600000
17a-rodada,47586434,0x0,0,0,finalizado,44759,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Juventude,,,,Goiás,,,,Estádio Alfredo Jaconi ,17,5700000,8450000
17a-rodada,29549233,0x1,0,1,finalizado,44759,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-GO,,,,Fortaleza,,,,Estádio Antonio Accioly,17,7850000,12600000
17a-rodada,4008593,3x1,3,1,finalizado,44759,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Ceará,,,,Corinthians,,,,Estádio Governador Plácido Castelo,17,9550000,34850000
17a-rodada,52838269,2x2,2,2,finalizado,44759,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Fluminense,,,,Estádio Cícero Pompeu de Toledo,17,28500000,22250000
17a-rodada,34787201,0x3,0,3,finalizado,44760,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,Bragantino,,,,Estádio Raimundo Sampaio,17,6900000,43200000
17a-rodada,21915025,1x0,1,0,finalizado,44761,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Cuiabá,,,,Allianz Parque,17,96500000,8750000
18a-rodada,12470962,1x0,1,0,finalizado,44762,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Ceará,,,,Avaí,,,,Estádio Governador Plácido Castelo,18,10050000,9300000
18a-rodada,95221330,2x0,2,0,finalizado,44763,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,Botafogo,,,,Estádio Urbano Caldeira,18,35800000,21400000
18a-rodada,8834543,4x0,4,0,finalizado,44763,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,Juventude,,,,Estádio Nacional de Brasília Mané Garrincha,18,84300000,5900000
18a-rodada,45619355,3x1,3,1,finalizado,44763,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,Coritiba,,,,Neo Química Arena ,18,53600000,8750000
18a-rodada,76861497,4x1,4,1,finalizado,44763,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,Atlético-GO,,,,Arena da Baixada,18,28200000,7000000
18a-rodada,34413201,2x1,2,1,finalizado,44763,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,Fortaleza,,,,Estádio Nabi Abi Chedid,18,43200000,12350000
18a-rodada,5537614,2x3,2,3,finalizado,44763,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Fluminense,,,,Estádio Serra Dourada,18,8280000,26350000
18a-rodada,7701835,3x3,3,3,finalizado,44763,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,São Paulo,,,,Estádio Beira-Rio,18,23000000,22400000
18a-rodada,47688282,1x1,1,1,finalizado,44764,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,Atlético-MG,,,,Arena Pantanal,18,9750000,67000000
18a-rodada,44110291,0x1,0,1,finalizado,44764,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,Palmeiras,,,,Estádio Raimundo Sampaio,18,10900000,78000000
19a-rodada,30770684,1x2,1,2,finalizado,44766,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Avaí,,,,Flamengo,,,,Estádio Aderbal Ramos da Silva,19,8550000,95300000
19a-rodada,12679755,2x0,2,0,finalizado,44766,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Athletico-PR,,,,Estádio Olímpico Nilton Santos,19,15080000,22200000
19a-rodada,42788047,0x0,0,0,finalizado,44766,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fortaleza,,,,Santos,,,,Estádio Governador Plácido Castelo,19,13850000,25400000
19a-rodada,53829198,1x0,1,0,finalizado,44766,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Juventude,,,,Ceará,,,,Estádio Alfredo Jaconi ,19,5800000,9550000
19a-rodada,180141,2x1,2,1,finalizado,44766,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Internacional,,,,Allianz Parque,19,84000000,29300000
19a-rodada,10289225,2x1,2,1,finalizado,44766,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,Bragantino,,,,Estádio General Sylvio Raulino de Oliveira,19,24350000,30750000
19a-rodada,77442542,1x2,1,2,finalizado,44766,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Corinthians,,,,Estádio Governador Magalhães Pinto,19,64400000,50850000
19a-rodada,67169311,0x1,0,1,finalizado,44766,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-GO,,,,América-MG,,,,Estádio Antonio Accioly,19,8150000,6050000
19a-rodada,1209488,3x3,3,3,finalizado,44766,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Goiás,,,,Estádio Cícero Pompeu de Toledo,19,34700000,7430000
19a-rodada,37555993,1x0,1,0,finalizado,44768,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Cuiabá,,,,Estádio Major Antônio Couto Pereira,19,6500000,9750000
20a-rodada,12276853,1x0,1,0,finalizado,44772,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Coritiba,,,,Estádio Serra Dourada,20,10000000,8200000
20a-rodada,64138179,1x2,1,2,finalizado,44772,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Ceará,,,,Palmeiras,,,,Estádio Governador Plácido Castelo,20,9850000,87000000
20a-rodada,12790604,4x1,4,1,finalizado,44773,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,Atlético-GO,,,,Estádio Jornalista Mário Filho,20,53300000,9700000
20a-rodada,46656590,1x0,1,0,finalizado,44773,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,Botafogo,,,,Neo Química Arena ,20,34950000,27280000
20a-rodada,93061339,1x0,1,0,finalizado,44773,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,São Paulo,,,,Arena da Baixada,20,23050000,23400000
20a-rodada,8448506,3x0,3,0,finalizado,44773,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,Atlético-MG,,,,Estádio Beira-Rio,20,33400000,59900000
20a-rodada,61161544,0x1,0,1,finalizado,44773,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,Fortaleza,,,,Arena Pantanal,20,14000000,12500000
20a-rodada,2285866,3x1,3,1,finalizado,44773,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,Avaí,,,,Estádio Raimundo Sampaio,20,7350000,13250000
20a-rodada,42382465,1x0,1,0,finalizado,44774,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,Juventude,,,,Estádio Nabi Abi Chedid,20,54200000,6600000
20a-rodada,58345300,2x2,2,2,finalizado,44775,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,Fluminense,,,,Estádio Urbano Caldeira,20,25500000,27000000
21a-rodada,91002487,1x1,1,1,finalizado,44779,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Ceará,,,,Estádio Olímpico Nilton Santos,21,21180000,10450000
21a-rodada,57235354,0x1,0,1,finalizado,44779,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Juventude,,,,América-MG,,,,Estádio Alfredo Jaconi ,21,6000000,9900000
21a-rodada,78858044,1x1,1,1,finalizado,44780,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Avaí,,,,Corinthians,,,,Estádio Aderbal Ramos da Silva,21,7730000,35450000
21a-rodada,82430933,3x0,3,0,finalizado,44780,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fortaleza,,,,Internacional,,,,Estádio Governador Plácido Castelo,21,13000000,30550000
21a-rodada,54809886,3x0,3,0,finalizado,44780,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Goiás,,,,Allianz Parque,21,68000000,11500000
21a-rodada,97703532,1x0,1,0,finalizado,44780,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,Cuiabá,,,,Estádio Jornalista Mário Filho,21,19350000,11700000
21a-rodada,21405939,2x1,2,1,finalizado,44780,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-GO,,,,Bragantino,,,,Estádio Antonio Accioly,21,8650000,54200000
21a-rodada,86319540,0x2,0,2,finalizado,44780,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Flamengo,,,,Estádio Cícero Pompeu de Toledo,21,35500000,53300000
21a-rodada,66339348,2x3,2,3,finalizado,44781,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Athletico-PR,,,,Estádio Governador Magalhães Pinto,21,62500000,16200000
21a-rodada,70597255,1x2,1,2,finalizado,44782,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Santos,,,,Estádio Major Antônio Couto Pereira,21,8300000,27200000
22a-rodada,72657654,1x1,1,1,finalizado,44786,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Avaí,,,,Estádio Serra Dourada,22,7330000,8050000
22a-rodada,58048862,0x0,0,0,finalizado,44787,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Atlético-GO,,,,Estádio Olímpico Nilton Santos,22,20580000,7700000
22a-rodada,44879351,5x0,5,0,finalizado,44787,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,Athletico-PR,,,,Estádio Jornalista Mário Filho,22,56800000,15400000
22a-rodada,79949328,1x0,1,0,finalizado,44787,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,Juventude,,,,Arena Pantanal,22,11200000,7100000
22a-rodada,47378957,3x0,3,0,finalizado,44787,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Bragantino,,,,Estádio Cícero Pompeu de Toledo,22,28500000,42350000
22a-rodada,77072645,1x0,1,0,finalizado,44787,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,Santos,,,,Estádio Raimundo Sampaio,22,10150000,27200000
22a-rodada,54598492,0x1,0,1,finalizado,44787,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,Palmeiras,,,,Neo Química Arena ,22,57100000,86500000
22a-rodada,30349001,0x1,0,1,finalizado,44787,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Atlético-MG,,,,Estádio Major Antônio Couto Pereira,22,8900000,67900000
22a-rodada,25393600,0x1,0,1,finalizado,44787,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Ceará,,,,Fortaleza,,,,Estádio Governador Plácido Castelo,22,9550000,12000000
22a-rodada,80028911,3x0,3,0,finalizado,44788,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,Fluminense,,,,Estádio Beira-Rio,22,31700000,27550000
23a-rodada,34635170,0x1,0,1,finalizado,44793,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Goiás,,,,Estádio Governador Magalhães Pinto,23,66900000,10150000
23a-rodada,53083415,1x0,1,0,finalizado,44794,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,São Paulo,,,,Estádio Urbano Caldeira,23,40400000,26250000
23a-rodada,16089413,1x0,1,0,finalizado,44794,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fortaleza,,,,Corinthians,,,,Estádio Governador Plácido Castelo,23,10350000,40500000
23a-rodada,93335857,2x2,2,2,finalizado,44794,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Juventude,,,,Botafogo,,,,Estádio Alfredo Jaconi ,23,6900000,18400000
23a-rodada,69863919,5x2,5,2,finalizado,44794,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,Coritiba,,,,Estádio Jornalista Mário Filho,23,34400000,4900000
23a-rodada,72398070,1x1,1,1,finalizado,44794,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,América-MG,,,,Arena da Baixada,23,36400000,8100000
23a-rodada,58811102,1x1,1,1,finalizado,44794,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-GO,,,,Cuiabá,,,,Estádio Antonio Accioly,23,7000000,13650000
23a-rodada,85509469,1x1,1,1,finalizado,44794,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,Ceará,,,,Estádio Nabi Abi Chedid,23,49700000,11250000
23a-rodada,71400814,1x1,1,1,finalizado,44794,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Flamengo,,,,Allianz Parque,23,95500000,61500000
23a-rodada,69830921,0x1,0,1,finalizado,44796,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Avaí,,,,Internacional,,,,Estádio Aderbal Ramos da Silva,23,8030000,30250000
24a-rodada,23513877,2x1,2,1,finalizado,44800,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Atlético-GO,,,,Estádio Serra Dourada,24,9680000,7450000
24a-rodada,19409942,1x0,1,0,finalizado,44800,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Avaí,,,,Estádio Major Antônio Couto Pereira,24,9100000,5280000
24a-rodada,71571340,0x1,0,1,finalizado,44801,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Flamengo,,,,Estádio Olímpico Nilton Santos,24,18400000,72400000
