rodada,partida_id,placar,placar_mandante,placar_visitante,status,data_realizacao,edicao.edicao_id,edicao.temporada,edicao.nome_popular,campeonato.campeonato_id,campeonato.nome,campeonato.slug,time_mandante.time_id,time_mandante.nome_popular,time_mandante.sigla,time_mandante.escudo,time_visitante.time_id,time_visitante.nome_popular,time_visitante.sigla,time_visitante.escudo,estadio.estadio_id,estadio.nome_popular,rodada_num,time_mandante.valor,time_visitante.valor
26a-rodada,59742603,1x0,1,0,finalizado,44814,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,Cuiabá,,,,Estádio Beira-Rio,26,36000000,12000000
26a-rodada,6956961,1x1,1,1,finalizado,44815,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Flamengo,,,,Estádio Serra Dourada,26,9680000,50500000
26a-rodada,4867154,1x1,1,1,finalizado,44815,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Avaí,,,,Athletico-PR,,,,Estádio Aderbal Ramos da Silva,26,7500000,36400000
26a-rodada,36803750,0x0,0,0,finalizado,44815,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,América-MG,,,,Estádio Olímpico Nilton Santos,26,22300000,7450000
26a-rodada,15457325,2x1,2,1,finalizado,44815,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Juventude,,,,Allianz Parque,26,87500000,6800000
26a-rodada,76124044,2x1,2,1,finalizado,44815,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,Fortaleza,,,,Estádio Jornalista Mário Filho,26,33300000,11850000
26a-rodada,1232527,2x0,2,0,finalizado,44815,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Atlético-GO,,,,Estádio Major Antônio Couto Pereira,26,11350000,7200000
26a-rodada,26903911,1x1,1,1,finalizado,44815,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Corinthians,,,,Estádio Cícero Pompeu de Toledo,26,23100000,59000000
26a-rodada,41338784,1x1,1,1,finalizado,44815,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Bragantino,,,,Estádio Governador Magalhães Pinto,26,70000000,49700000
27a-rodada,28237202,1x0,1,0,finalizado,44821,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Avaí,,,,Atlético-MG,,,,Estádio Aderbal Ramos da Silva,27,13100000,42500000
27a-rodada,93207914,2x0,2,0,finalizado,44822,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Coritiba,,,,Estádio Olímpico Nilton Santos,27,20400000,9900000
27a-rodada,6252817,1x0,1,0,finalizado,44822,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Santos,,,,Allianz Parque,27,87500000,39500000
27a-rodada,6780069,1x0,1,0,finalizado,44822,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,Corinthians,,,,Estádio Raimundo Sampaio,27,6350000,35100000
27a-rodada,54483734,1x1,1,1,finalizado,44822,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,Goiás,,,,Estádio Nabi Abi Chedid,27,51200000,9380000
27a-rodada,62889093,1x2,1,2,finalizado,44822,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,Fluminense,,,,Estádio Jornalista Mário Filho,27,83000000,33800000
27a-rodada,67358782,0x2,0,2,finalizado,44822,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Ceará,,,,São Paulo,,,,Estádio Governador Plácido Castelo,27,10450000,33500000
27a-rodada,61742422,1x1,1,1,finalizado,44822,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Juventude,,,,Fortaleza,,,,Estádio Alfredo Jaconi ,27,7300000,13950000
27a-rodada,57431805,2x2,2,2,finalizado,44823,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,Cuiabá,,,,Arena da Baixada,27,30850000,6200000
27a-rodada,56250071,1x2,1,2,finalizado,44824,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-GO,,,,Internacional,,,,Estádio Antonio Accioly,27,7150000,27950000
28a-rodada,27888982,4x0,4,0,finalizado,44830,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Avaí,,,,Estádio Cícero Pompeu de Toledo,28,32500000,14050000
28a-rodada,86997660,2x0,2,0,finalizado,44832,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,Athletico-PR,,,,Estádio Urbano Caldeira,28,45400000,27000000
28a-rodada,91696567,0x1,0,1,finalizado,44833,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Botafogo,,,,Estádio Serra Dourada,28,10750000,27400000
28a-rodada,65483363,2x1,2,1,finalizado,44833,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,América-MG,,,,Arena Pantanal,28,9650000,7450000
28a-rodada,24466514,4x0,4,0,finalizado,44833,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,Juventude,,,,Estádio Jornalista Mário Filho,28,32550000,7300000
28a-rodada,90893112,1x0,1,0,finalizado,44833,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Ceará,,,,Estádio Major Antônio Couto Pereira,28,11550000,12550000
28a-rodada,47944276,0x1,0,1,finalizado,44833,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Palmeiras,,,,Estádio Governador Magalhães Pinto,28,45400000,50500000
28a-rodada,68134318,0x0,0,0,finalizado,44833,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,Bragantino,,,,Estádio Beira-Rio,28,23500000,49700000
28a-rodada,63080513,2x1,2,1,finalizado,44833,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,Atlético-GO,,,,Neo Química Arena ,28,49300000,7150000
28a-rodada,92304862,3x2,3,2,finalizado,44833,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fortaleza,,,,Flamengo,,,,Estádio Governador Plácido Castelo,28,17000000,54150000
29a-rodada,45619239,2x0,2,0,finalizado,44835,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Fluminense,,,,Estádio Governador Magalhães Pinto,29,50400000,27100000
29a-rodada,42543879,1x0,1,0,finalizado,44835,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,Santos,,,,Estádio Beira-Rio,29,24550000,48900000
29a-rodada,68786835,4x1,4,1,finalizado,44836,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,Bragantino,,,,Estádio Jornalista Mário Filho,29,82500000,49700000
29a-rodada,34813384,2x0,2,0,finalizado,44836,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,Cuiabá,,,,Neo Química Arena ,29,60500000,11050000
29a-rodada,28752261,2x0,2,0,finalizado,44836,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,Juventude,,,,Arena da Baixada,29,31650000,5980000
29a-rodada,99392906,0x1,0,1,finalizado,44836,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Fortaleza,,,,Estádio Serra Dourada,29,11880000,14250000
29a-rodada,32444037,1x2,1,2,finalizado,44836,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Avaí,,,,Atlético-GO,,,,Estádio Aderbal Ramos da Silva,29,12030000,7150000
29a-rodada,53420251,1x2,1,2,finalizado,44836,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Ceará,,,,América-MG,,,,Estádio Governador Plácido Castelo,29,11000000,7900000
29a-rodada,5142111,1x3,1,3,finalizado,44838,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Palmeiras,,,,Estádio Olímpico Nilton Santos,29,24600000,83500000
30a-rodada,19354857,2x2,2,2,finalizado,44839,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Juventude,,,,Corinthians,,,,Estádio Alfredo Jaconi ,30,6100000,47300000
30a-rodada,83400591,1x2,1,2,finalizado,44840,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,Atlético-MG,,,,Estádio Urbano Caldeira,30,49800000,56000000
30a-rodada,74001429,0x0,0,0,finalizado,44840,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,Internacional,,,,Estádio Jornalista Mário Filho,30,83000000,28450000
30a-rodada,15803953,1x1,1,1,finalizado,44840,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Ceará,,,,Goiás,,,,Estádio Governador Plácido Castelo,30,10750000,12180000
30a-rodada,67743891,1x1,1,1,finalizado,44840,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,Fortaleza,,,,Arena da Baixada,30,25650000,16450000
30a-rodada,38259143,2x1,2,1,finalizado,44840,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,Cuiabá,,,,Estádio Nabi Abi Chedid,30,39200000,8550000
30a-rodada,47713247,3x2,3,2,finalizado,44840,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-GO,,,,Fluminense,,,,Estádio Antonio Accioly,30,7150000,34050000
30a-rodada,22239534,1x2,1,2,finalizado,44841,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Avaí,,,,Botafogo,,,,Estádio Aderbal Ramos da Silva,30,10580000,22400000
30a-rodada,78251795,4x0,4,0,finalizado,44841,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Coritiba,,,,Allianz Parque,30,83500000,14400000
30a-rodada,90327092,1x2,1,2,finalizado,44841,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,São Paulo,,,,Estádio Raimundo Sampaio,30,7300000,31350000
31a-rodada,50770218,2x0,2,0,finalizado,44843,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fortaleza,,,,Avaí,,,,Estádio Governador Plácido Castelo,31,14950000,10400000
31a-rodada,2474872,1x2,1,2,finalizado,44843,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,Flamengo,,,,Arena Pantanal,31,8150000,38550000
31a-rodada,14557050,0x1,0,1,finalizado,44843,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Botafogo,,,,Estádio Cícero Pompeu de Toledo,31,31350000,21600000
31a-rodada,87840240,2x1,2,1,finalizado,44843,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,Athletico-PR,,,,Neo Química Arena ,31,42000000,41000000
31a-rodada,59974768,0x0,0,0,finalizado,44843,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Ceará,,,,Estádio Governador Magalhães Pinto,31,50400000,9350000
31a-rodada,55949613,2x1,2,1,finalizado,44843,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Bragantino,,,,Estádio Major Antônio Couto Pereira,31,14400000,36200000
31a-rodada,81782245,0x2,0,2,finalizado,44843,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,América-MG,,,,Estádio Jornalista Mário Filho,31,33800000,5750000
31a-rodada,34912282,4x2,4,2,finalizado,44843,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,Goiás,,,,Estádio Beira-Rio,31,28050000,12400000
31a-rodada,49931146,1x1,1,1,finalizado,44844,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-GO,,,,Palmeiras,,,,Estádio Antonio Accioly,31,8200000,84500000
31a-rodada,91006816,4x1,4,1,finalizado,44845,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,Juventude,,,,Estádio Urbano Caldeira,31,41600000,5750000
32a-rodada,66235133,0x1,0,1,finalizado,44850,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Internacional,,,,Estádio Olímpico Nilton Santos,32,21400000,35050000
32a-rodada,22763786,1x0,1,0,finalizado,44850,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,Atlético-MG,,,,Estádio Jornalista Mário Filho,32,58000000,59000000
32a-rodada,97479395,1x1,1,1,finalizado,44850,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Ceará,,,,Cuiabá,,,,Estádio Governador Plácido Castelo,32,9850000,6400000
32a-rodada,54679435,1x1,1,1,finalizado,44850,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Juventude,,,,Atlético-GO,,,,Estádio Alfredo Jaconi ,32,5900000,7150000
32a-rodada,2052341,0x0,0,0,finalizado,44850,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,São Paulo,,,,Allianz Parque,32,78000000,29950000
32a-rodada,23368395,1x0,1,0,finalizado,44850,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,Coritiba,,,,Arena da Baixada,32,37400000,14100000
32a-rodada,43069436,1x2,1,2,finalizado,44850,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,Fortaleza,,,,Estádio Raimundo Sampaio,32,4950000,14350000
32a-rodada,73141233,0x3,0,3,finalizado,44851,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Avaí,,,,Fluminense,,,,Estádio Aderbal Ramos da Silva,32,10550000,26600000
32a-rodada,27171382,0x2,0,2,finalizado,44852,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,Santos,,,,Estádio Nabi Abi Chedid,32,41700000,43600000
29a-rodada,51703468,3x1,3,1,finalizado,44855,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Coritiba,,,,Estádio Cícero Pompeu de Toledo,29,31000000,13200000
33a-rodada,4258646,4x2,4,2,finalizado,44856,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,Athletico-PR,,,,Estádio Nabi Abi Chedid,33,36500000,36900000
33a-rodada,81524512,0x1,0,1,finalizado,44857,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,Corinthians,,,,Estádio Urbano Caldeira,33,39000000,58800000
33a-rodada,80040653,3x0,3,0,finalizado,44857,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Avaí,,,,Allianz Parque,33,83500000,9350000
33a-rodada,27763707,1x1,1,1,finalizado,44857,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Internacional,,,,Estádio Major Antônio Couto Pereira,33,10600000,29050000
33a-rodada,90985426,1x0,1,0,finalizado,44857,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-GO,,,,Ceará,,,,Estádio Antonio Accioly,33,7150000,9450000
33a-rodada,17385978,1x2,1,2,finalizado,44857,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Juventude,,,,São Paulo,,,,Estádio Alfredo Jaconi ,33,5900000,30500000
33a-rodada,90382596,2x2,2,2,finalizado,44857,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,Botafogo,,,,Estádio Jornalista Mário Filho,33,33300000,31100000
33a-rodada,13003731,1x2,1,2,finalizado,44857,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,Goiás,,,,Arena Pantanal,33,8950000,12700000
33a-rodada,30397998,1x2,1,2,finalizado,44857,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,Flamengo,,,,Estádio Raimundo Sampaio,33,8300000,56900000
33a-rodada,97865761,0x0,0,0,finalizado,44859,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fortaleza,,,,Atlético-MG,,,,Estádio Governador Plácido Castelo,33,14550000,51000000
34a-rodada,98626318,3x2,3,2,finalizado,44860,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,Santos,,,,Estádio Jornalista Mário Filho,34,59350000,40100000
34a-rodada,92721335,1x3,1,3,finalizado,44860,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,Palmeiras,,,,Arena da Baixada,34,17750000,84500000
34a-rodada,75990240,2x2,2,2,finalizado,44861,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,América-MG,,,,Estádio Serra Dourada,34,12800000,8150000
34a-rodada,92053197,2x1,2,1,finalizado,44861,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Bragantino,,,,Estádio Olímpico Nilton Santos,34,22600000,35700000
34a-rodada,73008545,0x2,0,2,finalizado,44861,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,Fluminense,,,,Neo Química Arena ,34,38300000,33300000
34a-rodada,38595415,2x1,2,1,finalizado,44861,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,Ceará,,,,Estádio Beira-Rio,34,31300000,9200000
34a-rodada,54803110,3x1,3,1,finalizado,44862,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fortaleza,,,,Coritiba,,,,Estádio Governador Plácido Castelo,34,15700000,12600000
34a-rodada,97543678,1x0,1,0,finalizado,44862,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,Avaí,,,,Arena Pantanal,34,8850000,8830000
34a-rodada,36474123,2x1,2,1,finalizado,44862,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Atlético-GO,,,,Estádio Cícero Pompeu de Toledo,34,27300000,6350000
34a-rodada,63204200,1x0,1,0,finalizado,44862,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Juventude,,,,Estádio Governador Magalhães Pinto,34,44500000,6650000
32a-rodada,23951357,0x0,0,0,finalizado,44863,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Corinthians,,,,Estádio Serra Dourada,32,12830000,53500000
35a-rodada,75923247,0x1,0,1,finalizado,44866,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Ceará,,,,Fluminense,,,,Estádio Governador Plácido Castelo,35,9550000,30800000
35a-rodada,71087269,0x2,0,2,finalizado,44866,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Cuiabá,,,,Estádio Olímpico Nilton Santos,35,22600000,8150000
35a-rodada,37425295,1x2,1,2,finalizado,44867,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Avaí,,,,Bragantino,,,,Estádio Aderbal Ramos da Silva,35,9150000,43200000
35a-rodada,55014572,0x1,0,1,finalizado,44867,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Juventude,,,,Coritiba,,,,Estádio Alfredo Jaconi ,35,6650000,11950000
35a-rodada,80919039,1x0,1,0,finalizado,44867,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,América-MG,,,,Internacional,,,,Estádio Raimundo Sampaio,35,8750000,35050000
35a-rodada,79967462,2x2,2,2,finalizado,44867,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Atlético-MG,,,,Estádio Cícero Pompeu de Toledo,35,32500000,51500000
35a-rodada,13948570,3x2,3,2,finalizado,44867,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,Goiás,,,,Arena da Baixada,35,34950000,10050000
35a-rodada,69207503,2x3,2,3,finalizado,44867,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-GO,,,,Santos,,,,Estádio Antonio Accioly,35,8400000,43100000
35a-rodada,43082154,4x0,4,0,finalizado,44868,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,Fortaleza,,,,Allianz Parque,35,98500000,15250000
35a-rodada,28576596,1x2,1,2,finalizado,44868,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Flamengo,,,,Corinthians,,,,Estádio Jornalista Mário Filho,35,55000000,52300000
36a-rodada,88320131,1x0,1,0,finalizado,44870,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,Juventude,,,,Estádio Serra Dourada,36,13050000,5900000
36a-rodada,87921026,1x1,1,1,finalizado,44870,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,Avaí,,,,Arena Barueri,36,41700000,5500000
36a-rodada,44860168,3x1,3,1,finalizado,44870,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,São Paulo,,,,Estádio Jornalista Mário Filho,36,30800000,32500000
36a-rodada,62416678,1x4,1,4,finalizado,44870,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Bragantino,,,,América-MG,,,,Estádio Nabi Abi Chedid,36,40700000,7450000
36a-rodada,96981457,1x1,1,1,finalizado,44871,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,Palmeiras,,,,Arena Pantanal,36,8150000,82300000
36a-rodada,39553948,1x0,1,0,finalizado,44871,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Corinthians,,,,Ceará,,,,Neo Química Arena ,36,47500000,9100000
36a-rodada,45268132,1x0,1,0,finalizado,44871,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Flamengo,,,,Estádio Major Antônio Couto Pereira,36,11950000,57400000
36a-rodada,28514592,2x0,2,0,finalizado,44871,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,Athletico-PR,,,,Estádio Beira-Rio,36,27750000,35150000
36a-rodada,7690765,1x1,1,1,finalizado,44871,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fortaleza,,,,Atlético-GO,,,,Estádio Governador Plácido Castelo,36,14450000,8500000
36a-rodada,84269507,0x2,0,2,finalizado,44873,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Botafogo,,,,Estádio Governador Magalhães Pinto,36,40700000,31100000
37a-rodada,86562147,2x0,2,0,finalizado,44874,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Avaí,,,,Ceará,,,,Estádio Aderbal Ramos da Silva,37,4900000,9850000
37a-rodada,41995280,3x0,3,0,finalizado,44874,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fluminense,,,,Goiás,,,,Estádio Jornalista Mário Filho,37,28900000,11830000
37a-rodada,39422558,0x1,0,1,finalizado,44874,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,São Paulo,,,,Internacional,,,,Estádio Cícero Pompeu de Toledo,37,36600000,28050000
37a-rodada,94153228,2x2,2,2,finalizado,44874,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Coritiba,,,,Corinthians,,,,Estádio Major Antônio Couto Pereira,37,12250000,52700000
37a-rodada,93670107,6x0,6,0,finalizado,44875,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Fortaleza,,,,Bragantino,,,,Estádio Governador Plácido Castelo,37,13650000,27400000
37a-rodada,86051724,1x1,1,1,finalizado,44875,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-GO,,,,Athletico-PR,,,,Estádio Antonio Accioly,37,8300000,37000000
37a-rodada,34693359,2x2,2,2,finalizado,44875,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Juventude,,,,Flamengo,,,,Estádio Alfredo Jaconi ,37,5650000,61500000
37a-rodada,82409470,2x1,2,1,finalizado,44875,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Palmeiras,,,,América-MG,,,,Allianz Parque,37,96300000,8750000
37a-rodada,85118047,3x0,3,0,finalizado,44876,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Botafogo,,,,Santos,,,,Estádio Olímpico Nilton Santos,37,22100000,43300000
37a-rodada,47346651,3x0,3,0,finalizado,44876,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Atlético-MG,,,,Cuiabá,,,,Estádio Governador Magalhães Pinto,37,40200000,9950000
38a-rodada,77033282,0x2,0,2,finalizado,44878,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Santos,,,,Fortaleza,,,,Estádio Urbano Caldeira,38,43500000,14150000
38a-rodada,58191463,4x1,4,1,finalizado,44878,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Ceará,,,,Juventude,,,,Estádio Governador Plácido Castelo,38,6250000,4150000
38a-rodada,23787848,2x1,2,1,finalizado,44878,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Cuiabá,,,,Coritiba,,,,Arena Pantanal,38,7950000,9600000
38a-rodada,55252758,3x0,3,0,finalizado,44878,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Athletico-PR,,,,Botafogo,,,,Arena da Baixada,38,41400000,28100000
38a-rodada,52956372,3x0,3,0,finalizado,44878,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Internacional,,,,Palmeiras,,,,Estádio Beira-Rio,38,28550000,85200000
38a-rodada,99510750,0x4,0,4,finalizado,44878,,2022,Brasileirão 2025,10,Campeonato Brasileiro,campeonato-brasileiro,,Goiás,,,,São Paulo,,,,Estádio Serra Dourada,38,11400000,42000000
